epoch;loss;val_loss
0;0.00900285504758358;0.010005779564380646
1;0.0028605915140360594;0.0031118346378207207
2;0.00226969295181334;0.005625616293400526
3;0.001992553472518921;0.002437672344967723
4;0.0018592138076201081;0.0030557592399418354
5;0.0017704349011182785;0.0021870078053325415
6;0.0017038262449204922;0.0017995061352849007
7;0.0016645095311105251;0.0022813347168266773
8;0.0016352374805137515;0.001856055692769587
9;0.0016029495745897293;0.0021652965806424618
10;0.001575277536176145;0.0019756280817091465
11;0.001558304182253778;0.0021625834051519632
12;0.0015359573299065232;0.0017411852022632957
13;0.0015156788285821676;0.0021199584007263184
14;0.0015031280927360058;0.0020702502224594355
15;0.0014960718108341098;0.0018332042964175344
16;0.001499911188147962;0.002441295189782977
17;0.001498029800131917;0.0017615802353248
18;0.001459192717447877;0.0021176114678382874
19;0.0014522068668156862;0.0020591642241925
20;0.0014514895156025887;0.0017748181708157063
21;0.0014328272081911564;0.001883072778582573
22;0.0014248172519728541;0.0016168722650036216
23;0.0014242847682908177;0.0019231141777709126
24;0.0014172482769936323;0.0016317208064720035
25;0.0014078813837841153;0.0019157773349434137
26;0.0014012750471010804;0.002395393792539835
27;0.001397792948409915;0.0014740063343197107
28;0.0014064284041523933;0.0018267390551045537
29;0.001389640849083662;0.0018051883671432734
30;0.0013832923723384738;0.0029119630344212055
31;0.001396317151375115;0.0017072412883862853
32;0.0013704902958124876;0.0024010094348341227
33;0.0013704661978408694;0.003292850684374571
34;0.0013708139304071665;0.001804614090360701
35;0.0013727168552577496;0.0026172969955950975
36;0.0013782343594357371;0.0019497221801429987
37;0.0013864812208339572;0.0020146737806499004
38;0.0013853433774784207;0.002013119636103511
39;0.001349444268271327;0.0022765195462852716
40;0.0013506923569366336;0.0018531809328123927
41;0.001363977324217558;0.0020097570959478617
42;0.0013992049498483539;0.0018262761877849698
